id,label,name
DailyBacktest:AAPL_2025-09-12,DailyBacktest,AAPL_2025-09-12
AgentValue:98536.13621320605,AgentValue,98536.13621320605
BuyHoldValue:98154.91006611085,BuyHoldValue,98154.91006611085
MarketSnapshot:AAPL_2025-09-15,MarketSnapshot,AAPL_2025-09-15
DailyBacktest:AAPL_2025-09-15,DailyBacktest,AAPL_2025-09-15
AgentValue:99421.84682211492,AgentValue,99421.84682211492
BuyHoldValue:99257.76492351493,BuyHoldValue,99257.76492351493
MarketSnapshot:AAPL_2025-09-16,MarketSnapshot,AAPL_2025-09-16
DailyBacktest:AAPL_2025-09-16,DailyBacktest,AAPL_2025-09-16
AgentValue:99909.08467436225,AgentValue,99909.08467436225
BuyHoldValue:99865.80709113243,BuyHoldValue,99865.80709113243
MarketSnapshot:AAPL_2025-09-17,MarketSnapshot,AAPL_2025-09-17
DailyBacktest:AAPL_2025-09-17,DailyBacktest,AAPL_2025-09-17
AgentValue:100191.00869555272,AgentValue,100191.00869555272
BuyHoldValue:100218.05946645858,BuyHoldValue,100218.05946645858
MarketSnapshot:AAPL_2025-09-18,MarketSnapshot,AAPL_2025-09-18
DailyBacktest:AAPL_2025-09-18,DailyBacktest,AAPL_2025-09-18
AgentValue:99818.73399097477,AgentValue,99818.73399097477
BuyHoldValue:99752.59044674569,BuyHoldValue,99752.59044674569
MarketSnapshot:AAPL_2025-09-19,MarketSnapshot,AAPL_2025-09-19
DailyBacktest:AAPL_2025-09-19,DailyBacktest,AAPL_2025-09-19
AgentValue:102376.72275028407,AgentValue,102376.72275028407
BuyHoldValue:102947.95762473742,BuyHoldValue,102947.95762473742
MarketSnapshot:AAPL_2025-09-22,MarketSnapshot,AAPL_2025-09-22
DailyBacktest:AAPL_2025-09-22,DailyBacktest,AAPL_2025-09-22
AgentValue:105906.31773376836,AgentValue,105906.31773376836
BuyHoldValue:107384.5691052414,BuyHoldValue,107384.5691052414
MarketSnapshot:AAPL_2025-09-23,MarketSnapshot,AAPL_2025-09-23
DailyBacktest:AAPL_2025-09-23,DailyBacktest,AAPL_2025-09-23
AgentValue:105360.4156449759,AgentValue,105360.4156449759
BuyHoldValue:106692.66679675503,BuyHoldValue,106692.66679675503
MarketSnapshot:AAPL_2025-09-24,MarketSnapshot,AAPL_2025-09-24
DailyBacktest:AAPL_2025-09-24,DailyBacktest,AAPL_2025-09-24
AgentValue:104658.08743464216,AgentValue,104658.08743464216
BuyHoldValue:105803.65561940268,BuyHoldValue,105803.65561940268
MarketSnapshot:AAPL_2025-09-25,MarketSnapshot,AAPL_2025-09-25
DailyBacktest:AAPL_2025-09-25,DailyBacktest,AAPL_2025-09-25
AgentValue:106171.27602783227,AgentValue,106171.27602783227
BuyHoldValue:107715.84521608667,BuyHoldValue,107715.84521608667
MarketSnapshot:AAPL_2025-09-26,MarketSnapshot,AAPL_2025-09-26
DailyBacktest:AAPL_2025-09-26,DailyBacktest,AAPL_2025-09-26
AgentValue:105705.04870515694,AgentValue,105705.04870515694
BuyHoldValue:107124.58277670945,BuyHoldValue,107124.58277670945
MarketSnapshot:AAPL_2025-09-29,MarketSnapshot,AAPL_2025-09-29
DailyBacktest:AAPL_2025-09-29,DailyBacktest,AAPL_2025-09-29
AgentValue:105364.0946607036,AgentValue,105364.0946607036
MarketSnapshot:AAPL_2025-09-30,MarketSnapshot,AAPL_2025-09-30
DailyBacktest:AAPL_2025-09-30,DailyBacktest,AAPL_2025-09-30
AgentValue:105430.35243963578,AgentValue,105430.35243963578
BuyHoldValue:106776.53335434599,BuyHoldValue,106776.53335434599
MarketSnapshot:AAPL_2025-10-01,MarketSnapshot,AAPL_2025-10-01
DailyBacktest:AAPL_2025-10-01,DailyBacktest,AAPL_2025-10-01
BuyHoldValue:107120.38624046887,BuyHoldValue,107120.38624046887
Position:0.0,Position,0.0
MarketSnapshot:AAPL_2025-10-02,MarketSnapshot,AAPL_2025-10-02
DailyBacktest:AAPL_2025-10-02,DailyBacktest,AAPL_2025-10-02
BuyHoldValue:107824.87815767701,BuyHoldValue,107824.87815767701
MarketSnapshot:AAPL_2025-10-03,MarketSnapshot,AAPL_2025-10-03
DailyBacktest:AAPL_2025-10-03,DailyBacktest,AAPL_2025-10-03
BuyHoldValue:108198.08754731777,BuyHoldValue,108198.08754731777
MarketSnapshot:AAPL_2025-10-06,MarketSnapshot,AAPL_2025-10-06
DailyBacktest:AAPL_2025-10-06,DailyBacktest,AAPL_2025-10-06
BuyHoldValue:107640.36531425484,BuyHoldValue,107640.36531425484
MarketSnapshot:AAPL_2025-10-07,MarketSnapshot,AAPL_2025-10-07
DailyBacktest:AAPL_2025-10-07,DailyBacktest,AAPL_2025-10-07
BuyHoldValue:107552.31505386748,BuyHoldValue,107552.31505386748
MarketSnapshot:AAPL_2025-10-08,MarketSnapshot,AAPL_2025-10-08
DailyBacktest:AAPL_2025-10-08,DailyBacktest,AAPL_2025-10-08
BuyHoldValue:108214.87369228013,BuyHoldValue,108214.87369228013
MarketSnapshot:AAPL_2025-10-09,MarketSnapshot,AAPL_2025-10-09
DailyBacktest:AAPL_2025-10-09,DailyBacktest,AAPL_2025-10-09
BuyHoldValue:106529.11096764753,BuyHoldValue,106529.11096764753
MarketSnapshot:AAPL_2025-10-10,MarketSnapshot,AAPL_2025-10-10
DailyBacktest:AAPL_2025-10-10,DailyBacktest,AAPL_2025-10-10
BuyHoldValue:102851.51429186891,BuyHoldValue,102851.51429186891
MarketSnapshot:AAPL_2025-10-13,MarketSnapshot,AAPL_2025-10-13
DailyBacktest:AAPL_2025-10-13,DailyBacktest,AAPL_2025-10-13
BuyHoldValue:103853.73569688591,BuyHoldValue,103853.73569688591
MarketSnapshot:AAPL_2025-10-14,MarketSnapshot,AAPL_2025-10-14
DailyBacktest:AAPL_2025-10-14,DailyBacktest,AAPL_2025-10-14
BuyHoldValue:103899.8590951999,BuyHoldValue,103899.8590951999
MarketSnapshot:AAPL_2025-10-15,MarketSnapshot,AAPL_2025-10-15
DailyBacktest:AAPL_2025-10-15,DailyBacktest,AAPL_2025-10-15
BuyHoldValue:104558.22119737195,BuyHoldValue,104558.22119737195
MarketSnapshot:AAPL_2025-10-16,MarketSnapshot,AAPL_2025-10-16
DailyBacktest:AAPL_2025-10-16,DailyBacktest,AAPL_2025-10-16
BuyHoldValue:103765.66618633231,BuyHoldValue,103765.66618633231
MarketSnapshot:AAPL_2025-10-17,MarketSnapshot,AAPL_2025-10-17
DailyBacktest:AAPL_2025-10-17,DailyBacktest,AAPL_2025-10-17
BuyHoldValue:105795.26896364364,BuyHoldValue,105795.26896364364
MarketSnapshot:AAPL_2025-10-20,MarketSnapshot,AAPL_2025-10-20
DailyBacktest:AAPL_2025-10-20,DailyBacktest,AAPL_2025-10-20
BuyHoldValue:109967.70399609719,BuyHoldValue,109967.70399609719
MarketSnapshot:AAPL_2025-10-21,MarketSnapshot,AAPL_2025-10-21
DailyBacktest:AAPL_2025-10-21,DailyBacktest,AAPL_2025-10-21
BuyHoldValue:110189.95358207423,BuyHoldValue,110189.95358207423
MarketSnapshot:AAPL_2025-10-22,MarketSnapshot,AAPL_2025-10-22
DailyBacktest:AAPL_2025-10-22,DailyBacktest,AAPL_2025-10-22
BuyHoldValue:108378.41027122145,BuyHoldValue,108378.41027122145
MarketSnapshot:AAPL_2025-10-23,MarketSnapshot,AAPL_2025-10-23
DailyBacktest:AAPL_2025-10-23,DailyBacktest,AAPL_2025-10-23
BuyHoldValue:108852.24669652717,BuyHoldValue,108852.24669652717
MarketSnapshot:AAPL_2025-10-24,MarketSnapshot,AAPL_2025-10-24
DailyBacktest:AAPL_2025-10-24,DailyBacktest,AAPL_2025-10-24
BuyHoldValue:110210.92342983298,BuyHoldValue,110210.92342983298
MarketSnapshot:AAPL_2025-10-27,MarketSnapshot,AAPL_2025-10-27
DailyBacktest:AAPL_2025-10-27,DailyBacktest,AAPL_2025-10-27
BuyHoldValue:112722.76212165332,BuyHoldValue,112722.76212165332
MarketSnapshot:AAPL_2025-10-28,MarketSnapshot,AAPL_2025-10-28
DailyBacktest:AAPL_2025-10-28,DailyBacktest,AAPL_2025-10-28
BuyHoldValue:112802.43214300368,BuyHoldValue,112802.43214300368
MarketSnapshot:AAPL_2025-10-29,MarketSnapshot,AAPL_2025-10-29
DailyBacktest:AAPL_2025-10-29,DailyBacktest,AAPL_2025-10-29
AgentValue:105649.84637429896,AgentValue,105649.84637429896
BuyHoldValue:113095.98434473823,BuyHoldValue,113095.98434473823
MarketSnapshot:AAPL_2025-10-30,MarketSnapshot,AAPL_2025-10-30
DailyBacktest:AAPL_2025-10-30,DailyBacktest,AAPL_2025-10-30
AgentValue:106182.59620960515,AgentValue,106182.59620960515
BuyHoldValue:113808.85650098337,BuyHoldValue,113808.85650098337
MarketSnapshot:AAPL_2025-10-31,MarketSnapshot,AAPL_2025-10-31
DailyBacktest:AAPL_2025-10-31,DailyBacktest,AAPL_2025-10-31
AgentValue:105860.21257198525,AgentValue,105860.21257198525
BuyHoldValue:113376.93410430687,BuyHoldValue,113376.93410430687
MarketSnapshot:AAPL_2025-11-03,MarketSnapshot,AAPL_2025-11-03
DailyBacktest:AAPL_2025-11-03,DailyBacktest,AAPL_2025-11-03
AgentValue:105446.75514968313,AgentValue,105446.75514968313
BuyHoldValue:112823.41482420663,BuyHoldValue,112823.41482420663
MarketSnapshot:AAPL_2025-11-04,MarketSnapshot,AAPL_2025-11-04
DailyBacktest:AAPL_2025-11-04,DailyBacktest,AAPL_2025-11-04
AgentValue:105757.15968052638,AgentValue,105757.15968052638
BuyHoldValue:113238.56390936492,BuyHoldValue,113238.56390936492
MarketSnapshot:AAPL_2025-11-05,MarketSnapshot,AAPL_2025-11-05
DailyBacktest:AAPL_2025-11-05,DailyBacktest,AAPL_2025-11-05
AgentValue:105788.48516325328,AgentValue,105788.48516325328
BuyHoldValue:113280.49077143833,BuyHoldValue,113280.49077143833
MarketSnapshot:AAPL_2025-11-06,MarketSnapshot,AAPL_2025-11-06
DailyBacktest:AAPL_2025-11-06,DailyBacktest,AAPL_2025-11-06
AgentValue:105672.56932249255,AgentValue,105672.56932249255
BuyHoldValue:113125.33443153404,BuyHoldValue,113125.33443153404
MarketSnapshot:AAPL_2025-11-07,MarketSnapshot,AAPL_2025-11-07
DailyBacktest:AAPL_2025-11-07,DailyBacktest,AAPL_2025-11-07
AgentValue:105265.18936010567,AgentValue,105265.18936010567
BuyHoldValue:112580.19539047079,BuyHoldValue,112580.19539047079
MarketSnapshot:AAPL_2025-11-10,MarketSnapshot,AAPL_2025-11-10
DailyBacktest:AAPL_2025-11-10,DailyBacktest,AAPL_2025-11-10
AgentValue:105648.23511581188,AgentValue,105648.23511581188
BuyHoldValue:113092.27547937576,BuyHoldValue,113092.27547937576
MarketSnapshot:AAPL_2025-11-11,MarketSnapshot,AAPL_2025-11-11
DailyBacktest:AAPL_2025-11-11,DailyBacktest,AAPL_2025-11-11
AgentValue:107473.94332390494,AgentValue,107473.94332390494
BuyHoldValue:115535.21140949662,BuyHoldValue,115535.21140949662
MarketSnapshot:AAPL_2025-11-12,MarketSnapshot,AAPL_2025-11-12
DailyBacktest:AAPL_2025-11-12,DailyBacktest,AAPL_2025-11-12
AgentValue:106917.93753340413,AgentValue,106917.93753340413
BuyHoldValue:114788.0739573421,BuyHoldValue,114788.0739573421
MarketSnapshot:AAPL_2025-11-13,MarketSnapshot,AAPL_2025-11-13
DailyBacktest:AAPL_2025-11-13,DailyBacktest,AAPL_2025-11-13
AgentValue:106755.28314046623,AgentValue,106755.28314046623
BuyHoldValue:114569.78990561074,BuyHoldValue,114569.78990561074
MarketSnapshot:AAPL_2025-11-14,MarketSnapshot,AAPL_2025-11-14
DailyBacktest:AAPL_2025-11-14,DailyBacktest,AAPL_2025-11-14
AgentValue:106586.32941875108,AgentValue,106586.32941875108
BuyHoldValue:114343.13844828653,BuyHoldValue,114343.13844828653
MarketSnapshot:AAPL_2025-11-17,MarketSnapshot,AAPL_2025-11-17
DailyBacktest:AAPL_2025-11-17,DailyBacktest,AAPL_2025-11-17
AgentValue:105036.88206726334,AgentValue,105036.88206726334
BuyHoldValue:112265.37817176174,BuyHoldValue,112265.37817176174
MarketSnapshot:AAPL_2025-11-18,MarketSnapshot,AAPL_2025-11-18
DailyBacktest:AAPL_2025-11-18,DailyBacktest,AAPL_2025-11-18
AgentValue:105030.59993698422,AgentValue,105030.59993698422
BuyHoldValue:112256.98509928056,BuyHoldValue,112256.98509928056
MarketSnapshot:AAPL_2025-11-19,MarketSnapshot,AAPL_2025-11-19
DailyBacktest:AAPL_2025-11-19,DailyBacktest,AAPL_2025-11-19
AgentValue:105382.49094580887,AgentValue,105382.49094580887
BuyHoldValue:112727.1126592238,BuyHoldValue,112727.1126592238
MarketSnapshot:AAPL_2025-11-20,MarketSnapshot,AAPL_2025-11-20
DailyBacktest:AAPL_2025-11-20,DailyBacktest,AAPL_2025-11-20
AgentValue:104657.33610471283,AgentValue,104657.33610471283
BuyHoldValue:111757.49461909734,BuyHoldValue,111757.49461909734
MarketSnapshot:AAPL_2025-11-21,MarketSnapshot,AAPL_2025-11-21
DailyBacktest:AAPL_2025-11-21,DailyBacktest,AAPL_2025-11-21
AgentValue:106305.11539468511,AgentValue,106305.11539468511
BuyHoldValue:113956.95444659916,BuyHoldValue,113956.95444659916
MarketSnapshot:AAPL_2025-11-24,MarketSnapshot,AAPL_2025-11-24
DailyBacktest:AAPL_2025-11-24,DailyBacktest,AAPL_2025-11-24
AgentValue:107692.82930214652,AgentValue,107692.82930214652
BuyHoldValue:115816.45633828091,BuyHoldValue,115816.45633828091
MarketSnapshot:AAPL_2025-11-25,MarketSnapshot,AAPL_2025-11-25
DailyBacktest:AAPL_2025-11-25,DailyBacktest,AAPL_2025-11-25
AgentValue:108020.66984796821,AgentValue,108020.66984796821
BuyHoldValue:116257.16964420758,BuyHoldValue,116257.16964420758
MarketSnapshot:AAPL_2025-11-26,MarketSnapshot,AAPL_2025-11-26
DailyBacktest:AAPL_2025-11-26,DailyBacktest,AAPL_2025-11-26
AgentValue:108156.3985888285,AgentValue,108156.3985888285
BuyHoldValue:116500.63291338245,BuyHoldValue,116500.63291338245
Position:0.6,Position,0.6
MarketSnapshot:AAPL_2025-11-28,MarketSnapshot,AAPL_2025-11-28
DailyBacktest:AAPL_2025-11-28,DailyBacktest,AAPL_2025-11-28
AgentValue:108460.34810078672,AgentValue,108460.34810078672
BuyHoldValue:117046.29812565626,BuyHoldValue,117046.29812565626
MarketSnapshot:AAPL_2025-12-01,MarketSnapshot,AAPL_2025-12-01
DailyBacktest:AAPL_2025-12-01,DailyBacktest,AAPL_2025-12-01
AgentValue:109452.18744848929,AgentValue,109452.18744848929
BuyHoldValue:118830.22386467496,BuyHoldValue,118830.22386467496
MarketSnapshot:AAPL_2025-12-02,MarketSnapshot,AAPL_2025-12-02
DailyBacktest:AAPL_2025-12-02,DailyBacktest,AAPL_2025-12-02
AgentValue:110168.97884884392,AgentValue,110168.97884884392
BuyHoldValue:120127.23589878804,BuyHoldValue,120127.23589878804
MarketSnapshot:AAPL_2025-12-03,MarketSnapshot,AAPL_2025-12-03
DailyBacktest:AAPL_2025-12-03,DailyBacktest,AAPL_2025-12-03
AgentValue:109697.79772865612,AgentValue,109697.79772865612
BuyHoldValue:119270.95000404576,BuyHoldValue,119270.95000404576
MarketSnapshot:AAPL_2025-12-04,MarketSnapshot,AAPL_2025-12-04
DailyBacktest:AAPL_2025-12-04,DailyBacktest,AAPL_2025-12-04
AgentValue:108898.66156660535,AgentValue,108898.66156660535
BuyHoldValue:117822.82416493904,BuyHoldValue,117822.82416493904
MarketSnapshot:AAPL_2025-12-05,MarketSnapshot,AAPL_2025-12-05
DailyBacktest:AAPL_2025-12-05,DailyBacktest,AAPL_2025-12-05
AgentValue:108451.73784987156,AgentValue,108451.73784987156
BuyHoldValue:117016.90953852798,BuyHoldValue,117016.90953852798
MarketSnapshot:AAPL_2025-12-08,MarketSnapshot,AAPL_2025-12-08
DailyBacktest:AAPL_2025-12-08,DailyBacktest,AAPL_2025-12-08
AgentValue:108244.0028598985,AgentValue,108244.0028598985
BuyHoldValue:116643.34081245073,BuyHoldValue,116643.34081245073
MarketSnapshot:AAPL_2025-12-09,MarketSnapshot,AAPL_2025-12-09
DailyBacktest:AAPL_2025-12-09,DailyBacktest,AAPL_2025-12-09
AgentValue:108078.06786336504,AgentValue,108078.06786336504
BuyHoldValue:116345.3225721482,BuyHoldValue,116345.3225721482
MarketSnapshot:AAPL_2025-12-10,MarketSnapshot,AAPL_2025-12-10
DailyBacktest:AAPL_2025-12-10,DailyBacktest,AAPL_2025-12-10
AgentValue:108452.38710606705,AgentValue,108452.38710606705
MarketSnapshot:AAPL_2025-12-11,MarketSnapshot,AAPL_2025-12-11
DailyBacktest:AAPL_2025-12-11,DailyBacktest,AAPL_2025-12-11
AgentValue:108277.32888317564,AgentValue,108277.32888317564
BuyHoldValue:116702.10515326311,BuyHoldValue,116702.10515326311
MarketSnapshot:AAPL_2025-12-12,MarketSnapshot,AAPL_2025-12-12
DailyBacktest:AAPL_2025-12-12,DailyBacktest,AAPL_2025-12-12
AgentValue:108335.7398240414,AgentValue,108335.7398240414
BuyHoldValue:116807.03139272197,BuyHoldValue,116807.03139272197
MarketSnapshot:AAPL_2025-12-15,MarketSnapshot,AAPL_2025-12-15
DailyBacktest:AAPL_2025-12-15,DailyBacktest,AAPL_2025-12-15
AgentValue:107361.70028234832,AgentValue,107361.70028234832
BuyHoldValue:115056.69077707213,BuyHoldValue,115056.69077707213
MarketSnapshot:AAPL_2025-12-16,MarketSnapshot,AAPL_2025-12-16
DailyBacktest:AAPL_2025-12-16,DailyBacktest,AAPL_2025-12-16
AgentValue:107479.20518067449,AgentValue,107479.20518067449
BuyHoldValue:115266.56892287814,BuyHoldValue,115266.56892287814
MarketSnapshot:AAPL_2025-12-17,MarketSnapshot,AAPL_2025-12-17
DailyBacktest:AAPL_2025-12-17,DailyBacktest,AAPL_2025-12-17
AgentValue:106828.71767385387,AgentValue,106828.71767385387
BuyHoldValue:114103.87171535216,BuyHoldValue,114103.87171535216
MarketSnapshot:AAPL_2025-12-18,MarketSnapshot,AAPL_2025-12-18
DailyBacktest:AAPL_2025-12-18,DailyBacktest,AAPL_2025-12-18
AgentValue:106911.24765213991,AgentValue,106911.24765213991
BuyHoldValue:114250.78898410522,BuyHoldValue,114250.78898410522
MarketSnapshot:AAPL_2025-12-19,MarketSnapshot,AAPL_2025-12-19
DailyBacktest:AAPL_2025-12-19,DailyBacktest,AAPL_2025-12-19
AgentValue:107260.03990803356,AgentValue,107260.03990803356
BuyHoldValue:114872.01751559795,BuyHoldValue,114872.01751559795
MarketSnapshot:AAPL_2025-12-22,MarketSnapshot,AAPL_2025-12-22
DailyBacktest:AAPL_2025-12-22,DailyBacktest,AAPL_2025-12-22
AgentValue:106625.10666495092,AgentValue,106625.10666495092
BuyHoldValue:113738.6960617561,BuyHoldValue,113738.6960617561
MarketSnapshot:AAPL_2025-12-23,MarketSnapshot,AAPL_2025-12-23
DailyBacktest:AAPL_2025-12-23,DailyBacktest,AAPL_2025-12-23
AgentValue:106953.28038472404,AgentValue,106953.28038472404
BuyHoldValue:114322.14293363935,BuyHoldValue,114322.14293363935
MarketSnapshot:AAPL_2025-12-24,MarketSnapshot,AAPL_2025-12-24
DailyBacktest:AAPL_2025-12-24,DailyBacktest,AAPL_2025-12-24
AgentValue:107294.91791063543,AgentValue,107294.91791063543
BuyHoldValue:114930.76902296617,BuyHoldValue,114930.76902296617
MarketSnapshot:AAPL_2025-12-26,MarketSnapshot,AAPL_2025-12-26
DailyBacktest:AAPL_2025-12-26,DailyBacktest,AAPL_2025-12-26
BuyHoldValue:114758.68537021373,BuyHoldValue,114758.68537021373
MarketSnapshot:AAPL_2025-12-29,MarketSnapshot,AAPL_2025-12-29
DailyBacktest:AAPL_2025-12-29,DailyBacktest,AAPL_2025-12-29
BuyHoldValue:114909.79917520739,BuyHoldValue,114909.79917520739
MarketSnapshot:AAPL_2025-12-30,MarketSnapshot,AAPL_2025-12-30
DailyBacktest:AAPL_2025-12-30,DailyBacktest,AAPL_2025-12-30
BuyHoldValue:114624.34487673831,BuyHoldValue,114624.34487673831
MarketSnapshot:AAPL_2025-12-31,MarketSnapshot,AAPL_2025-12-31
DailyBacktest:AAPL_2025-12-31,DailyBacktest,AAPL_2025-12-31
BuyHoldValue:114112.26478783334,BuyHoldValue,114112.26478783334
MarketSnapshot:AAPL_2026-01-02,MarketSnapshot,AAPL_2026-01-02
DailyBacktest:AAPL_2026-01-02,DailyBacktest,AAPL_2026-01-02
BuyHoldValue:113755.4950401626,BuyHoldValue,113755.4950401626
MarketSnapshot:AAPL_2026-01-05,MarketSnapshot,AAPL_2026-01-05
DailyBacktest:AAPL_2026-01-05,DailyBacktest,AAPL_2026-01-05
BuyHoldValue:112181.44744694993,BuyHoldValue,112181.44744694993
MarketSnapshot:AAPL_2026-01-06,MarketSnapshot,AAPL_2026-01-06
DailyBacktest:AAPL_2026-01-06,DailyBacktest,AAPL_2026-01-06
BuyHoldValue:110124.68268507221,BuyHoldValue,110124.68268507221
MarketSnapshot:AAPL_2026-01-07,MarketSnapshot,AAPL_2026-01-07
DailyBacktest:AAPL_2026-01-07,DailyBacktest,AAPL_2026-01-07
BuyHoldValue:109272.59332657055,BuyHoldValue,109272.59332657055
MarketSnapshot:AAPL_2026-01-08,MarketSnapshot,AAPL_2026-01-08
DailyBacktest:AAPL_2026-01-08,DailyBacktest,AAPL_2026-01-08
BuyHoldValue:108731.12465053731,BuyHoldValue,108731.12465053731
MarketSnapshot:AAPL_2026-01-09,MarketSnapshot,AAPL_2026-01-09
DailyBacktest:AAPL_2026-01-09,DailyBacktest,AAPL_2026-01-09
BuyHoldValue:108869.63601336503,BuyHoldValue,108869.63601336503
MarketSnapshot:AAPL_2026-01-12,MarketSnapshot,AAPL_2026-01-12
DailyBacktest:AAPL_2026-01-12,DailyBacktest,AAPL_2026-01-12
BuyHoldValue:109239.0082032017,BuyHoldValue,109239.0082032017
MarketSnapshot:AAPL_2026-01-13,MarketSnapshot,AAPL_2026-01-13
DailyBacktest:AAPL_2026-01-13,DailyBacktest,AAPL_2026-01-13
BuyHoldValue:109574.80810311367,BuyHoldValue,109574.80810311367
MarketSnapshot:AAPL_2026-01-14,MarketSnapshot,AAPL_2026-01-14
DailyBacktest:AAPL_2026-01-14,DailyBacktest,AAPL_2026-01-14
BuyHoldValue:109117.28298533634,BuyHoldValue,109117.28298533634
MarketSnapshot:AAPL_2026-01-15,MarketSnapshot,AAPL_2026-01-15
DailyBacktest:AAPL_2026-01-15,DailyBacktest,AAPL_2026-01-15
BuyHoldValue:108382.73514190358,BuyHoldValue,108382.73514190358
MarketSnapshot:AAPL_2026-01-16,MarketSnapshot,AAPL_2026-01-16
DailyBacktest:AAPL_2026-01-16,DailyBacktest,AAPL_2026-01-16
BuyHoldValue:107257.80676054291,BuyHoldValue,107257.80676054291
MarketSnapshot:AAPL_2026-01-20,MarketSnapshot,AAPL_2026-01-20
DailyBacktest:AAPL_2026-01-20,DailyBacktest,AAPL_2026-01-20
BuyHoldValue:103551.4503363999,BuyHoldValue,103551.4503363999
MarketSnapshot:AAPL_2026-01-21,MarketSnapshot,AAPL_2026-01-21
DailyBacktest:AAPL_2026-01-21,DailyBacktest,AAPL_2026-01-21
BuyHoldValue:103950.21111336483,BuyHoldValue,103950.21111336483
MarketSnapshot:AAPL_2026-01-22,MarketSnapshot,AAPL_2026-01-22
DailyBacktest:AAPL_2026-01-22,DailyBacktest,AAPL_2026-01-22
BuyHoldValue:104244.03281742675,BuyHoldValue,104244.03281742675
MarketSnapshot:AAPL_2026-01-23,MarketSnapshot,AAPL_2026-01-23
DailyBacktest:AAPL_2026-01-23,DailyBacktest,AAPL_2026-01-23
BuyHoldValue:104113.90811035811,BuyHoldValue,104113.90811035811
MarketSnapshot:AAPL_2026-01-26,MarketSnapshot,AAPL_2026-01-26
DailyBacktest:AAPL_2026-01-26,DailyBacktest,AAPL_2026-01-26
BuyHoldValue:107207.44832565582,BuyHoldValue,107207.44832565582
MarketSnapshot:AAPL_2026-01-27,MarketSnapshot,AAPL_2026-01-27
DailyBacktest:AAPL_2026-01-27,DailyBacktest,AAPL_2026-01-27
BuyHoldValue:108407.91435934708,BuyHoldValue,108407.91435934708
MarketSnapshot:AAPL_2026-01-28,MarketSnapshot,AAPL_2026-01-28
DailyBacktest:AAPL_2026-01-28,DailyBacktest,AAPL_2026-01-28
BuyHoldValue:107639.78139254548,BuyHoldValue,107639.78139254548
MarketSnapshot:AAPL_2026-01-29,MarketSnapshot,AAPL_2026-01-29
DailyBacktest:AAPL_2026-01-29,DailyBacktest,AAPL_2026-01-29
BuyHoldValue:108412.11089558768,BuyHoldValue,108412.11089558768
MarketSnapshot:AAPL_2026-01-30,MarketSnapshot,AAPL_2026-01-30
DailyBacktest:AAPL_2026-01-30,DailyBacktest,AAPL_2026-01-30
BuyHoldValue:108915.82357889978,BuyHoldValue,108915.82357889978
MarketSnapshot:AAPL_2026-02-02,MarketSnapshot,AAPL_2026-02-02
DailyBacktest:AAPL_2026-02-02,DailyBacktest,AAPL_2026-02-02
BuyHoldValue:113335.73874855053,BuyHoldValue,113335.73874855053
MarketSnapshot:AAPL_2026-02-03,MarketSnapshot,AAPL_2026-02-03
DailyBacktest:AAPL_2026-02-03,DailyBacktest,AAPL_2026-02-03
BuyHoldValue:113113.2838274669,BuyHoldValue,113113.2838274669
MarketSnapshot:AAPL_2026-02-04,MarketSnapshot,AAPL_2026-02-04
DailyBacktest:AAPL_2026-02-04,DailyBacktest,AAPL_2026-02-04
