edge_id,source,target,predicate,predicate_safe,date,source_system,confidence
E67,DailyBacktest:AAPL_2025-09-17,AgentValue:100191.00869555272,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-09-17,real_agent_history,1.0
E68,DailyBacktest:AAPL_2025-09-17,BuyHoldValue:100218.05946645858,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-09-17,real_agent_history,1.0
E69,DailyBacktest:AAPL_2025-09-17,Position:0.8,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-09-17,real_agent_history,1.0
E70,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E71,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E72,MarketSnapshot:AAPL_2025-09-18,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-09-18,real_agent_history,1.0
E73,DailyBacktest:AAPL_2025-09-18,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-09-18,real_agent_history,1.0
E74,DailyBacktest:AAPL_2025-09-18,AgentValue:99818.73399097477,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-09-18,real_agent_history,1.0
E75,DailyBacktest:AAPL_2025-09-18,BuyHoldValue:99752.59044674569,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-09-18,real_agent_history,1.0
E76,DailyBacktest:AAPL_2025-09-18,Position:0.8,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-09-18,real_agent_history,1.0
E77,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E78,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E79,MarketSnapshot:AAPL_2025-09-19,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-09-19,real_agent_history,1.0
E80,DailyBacktest:AAPL_2025-09-19,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-09-19,real_agent_history,1.0
E81,DailyBacktest:AAPL_2025-09-19,AgentValue:102376.72275028407,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-09-19,real_agent_history,1.0
E82,DailyBacktest:AAPL_2025-09-19,BuyHoldValue:102947.95762473742,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-09-19,real_agent_history,1.0
E83,DailyBacktest:AAPL_2025-09-19,Position:0.8,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-09-19,real_agent_history,1.0
E84,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E85,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E86,MarketSnapshot:AAPL_2025-09-22,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-09-22,real_agent_history,1.0
E87,DailyBacktest:AAPL_2025-09-22,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-09-22,real_agent_history,1.0
E88,DailyBacktest:AAPL_2025-09-22,AgentValue:105906.31773376836,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-09-22,real_agent_history,1.0
E89,DailyBacktest:AAPL_2025-09-22,BuyHoldValue:107384.5691052414,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-09-22,real_agent_history,1.0
E90,DailyBacktest:AAPL_2025-09-22,Position:0.8,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-09-22,real_agent_history,1.0
E91,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E92,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E93,MarketSnapshot:AAPL_2025-09-23,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-09-23,real_agent_history,1.0
E94,DailyBacktest:AAPL_2025-09-23,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-09-23,real_agent_history,1.0
E95,DailyBacktest:AAPL_2025-09-23,AgentValue:105360.4156449759,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-09-23,real_agent_history,1.0
E96,DailyBacktest:AAPL_2025-09-23,BuyHoldValue:106692.66679675503,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-09-23,real_agent_history,1.0
E97,DailyBacktest:AAPL_2025-09-23,Position:0.8,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-09-23,real_agent_history,1.0
E98,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E99,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E100,MarketSnapshot:AAPL_2025-09-24,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-09-24,real_agent_history,1.0
E101,DailyBacktest:AAPL_2025-09-24,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-09-24,real_agent_history,1.0
E102,DailyBacktest:AAPL_2025-09-24,AgentValue:104658.08743464216,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-09-24,real_agent_history,1.0
E103,DailyBacktest:AAPL_2025-09-24,BuyHoldValue:105803.65561940268,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-09-24,real_agent_history,1.0
E104,DailyBacktest:AAPL_2025-09-24,Position:0.8,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-09-24,real_agent_history,1.0
E105,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E106,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E107,MarketSnapshot:AAPL_2025-09-25,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-09-25,real_agent_history,1.0
E108,DailyBacktest:AAPL_2025-09-25,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-09-25,real_agent_history,1.0
E109,DailyBacktest:AAPL_2025-09-25,AgentValue:106171.27602783227,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-09-25,real_agent_history,1.0
E110,DailyBacktest:AAPL_2025-09-25,BuyHoldValue:107715.84521608667,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-09-25,real_agent_history,1.0
E111,DailyBacktest:AAPL_2025-09-25,Position:0.8,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-09-25,real_agent_history,1.0
E112,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E113,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E114,MarketSnapshot:AAPL_2025-09-26,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-09-26,real_agent_history,1.0
E115,DailyBacktest:AAPL_2025-09-26,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-09-26,real_agent_history,1.0
E116,DailyBacktest:AAPL_2025-09-26,AgentValue:105705.04870515694,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-09-26,real_agent_history,1.0
E117,DailyBacktest:AAPL_2025-09-26,BuyHoldValue:107124.58277670945,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-09-26,real_agent_history,1.0
E118,DailyBacktest:AAPL_2025-09-26,Position:0.8,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-09-26,real_agent_history,1.0
E119,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E120,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E121,MarketSnapshot:AAPL_2025-09-29,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-09-29,real_agent_history,1.0
E122,DailyBacktest:AAPL_2025-09-29,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-09-29,real_agent_history,1.0
E123,DailyBacktest:AAPL_2025-09-29,AgentValue:105364.0946607036,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-09-29,real_agent_history,1.0
E124,DailyBacktest:AAPL_2025-09-29,BuyHoldValue:106692.66679675503,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-09-29,real_agent_history,1.0
E125,DailyBacktest:AAPL_2025-09-29,Position:0.8,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-09-29,real_agent_history,1.0
E126,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E127,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E128,MarketSnapshot:AAPL_2025-09-30,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-09-30,real_agent_history,1.0
E129,DailyBacktest:AAPL_2025-09-30,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-09-30,real_agent_history,1.0
E130,DailyBacktest:AAPL_2025-09-30,AgentValue:105430.35243963578,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-09-30,real_agent_history,1.0
E131,DailyBacktest:AAPL_2025-09-30,BuyHoldValue:106776.53335434599,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-09-30,real_agent_history,1.0
E132,DailyBacktest:AAPL_2025-09-30,Position:0.8,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-09-30,real_agent_history,1.0
E133,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E134,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E135,MarketSnapshot:AAPL_2025-10-01,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-10-01,real_agent_history,1.0
E136,DailyBacktest:AAPL_2025-10-01,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-10-01,real_agent_history,1.0
E137,DailyBacktest:AAPL_2025-10-01,AgentValue:105430.35243963578,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-10-01,real_agent_history,1.0
E138,DailyBacktest:AAPL_2025-10-01,BuyHoldValue:107120.38624046887,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-10-01,real_agent_history,1.0
E139,DailyBacktest:AAPL_2025-10-01,Position:0.0,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-10-01,real_agent_history,1.0
E140,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E141,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E142,MarketSnapshot:AAPL_2025-10-02,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-10-02,real_agent_history,1.0
E143,DailyBacktest:AAPL_2025-10-02,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-10-02,real_agent_history,1.0
E144,DailyBacktest:AAPL_2025-10-02,AgentValue:105430.35243963578,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-10-02,real_agent_history,1.0
E145,DailyBacktest:AAPL_2025-10-02,BuyHoldValue:107824.87815767701,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-10-02,real_agent_history,1.0
E146,DailyBacktest:AAPL_2025-10-02,Position:0.0,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-10-02,real_agent_history,1.0
E147,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E148,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E149,MarketSnapshot:AAPL_2025-10-03,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-10-03,real_agent_history,1.0
E150,DailyBacktest:AAPL_2025-10-03,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-10-03,real_agent_history,1.0
E151,DailyBacktest:AAPL_2025-10-03,AgentValue:105430.35243963578,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-10-03,real_agent_history,1.0
E152,DailyBacktest:AAPL_2025-10-03,BuyHoldValue:108198.08754731777,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-10-03,real_agent_history,1.0
E153,DailyBacktest:AAPL_2025-10-03,Position:0.0,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-10-03,real_agent_history,1.0
E154,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E155,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E156,MarketSnapshot:AAPL_2025-10-06,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-10-06,real_agent_history,1.0
E157,DailyBacktest:AAPL_2025-10-06,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-10-06,real_agent_history,1.0
E158,DailyBacktest:AAPL_2025-10-06,AgentValue:105430.35243963578,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-10-06,real_agent_history,1.0
E159,DailyBacktest:AAPL_2025-10-06,BuyHoldValue:107640.36531425484,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-10-06,real_agent_history,1.0
E160,DailyBacktest:AAPL_2025-10-06,Position:0.0,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-10-06,real_agent_history,1.0
E161,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E162,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E163,MarketSnapshot:AAPL_2025-10-07,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-10-07,real_agent_history,1.0
E164,DailyBacktest:AAPL_2025-10-07,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-10-07,real_agent_history,1.0
E165,DailyBacktest:AAPL_2025-10-07,AgentValue:105430.35243963578,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-10-07,real_agent_history,1.0
E166,DailyBacktest:AAPL_2025-10-07,BuyHoldValue:107552.31505386748,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-10-07,real_agent_history,1.0
E167,DailyBacktest:AAPL_2025-10-07,Position:0.0,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-10-07,real_agent_history,1.0
E168,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E169,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E170,MarketSnapshot:AAPL_2025-10-08,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-10-08,real_agent_history,1.0
E171,DailyBacktest:AAPL_2025-10-08,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-10-08,real_agent_history,1.0
E172,DailyBacktest:AAPL_2025-10-08,AgentValue:105430.35243963578,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-10-08,real_agent_history,1.0
E173,DailyBacktest:AAPL_2025-10-08,BuyHoldValue:108214.87369228013,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-10-08,real_agent_history,1.0
E174,DailyBacktest:AAPL_2025-10-08,Position:0.0,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-10-08,real_agent_history,1.0
E175,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E176,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E177,MarketSnapshot:AAPL_2025-10-09,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-10-09,real_agent_history,1.0
E178,DailyBacktest:AAPL_2025-10-09,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-10-09,real_agent_history,1.0
E179,DailyBacktest:AAPL_2025-10-09,AgentValue:105430.35243963578,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-10-09,real_agent_history,1.0
E180,DailyBacktest:AAPL_2025-10-09,BuyHoldValue:106529.11096764753,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-10-09,real_agent_history,1.0
E181,DailyBacktest:AAPL_2025-10-09,Position:0.0,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-10-09,real_agent_history,1.0
E182,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
