asset,date,agent,weight,trend_state,vol_state,momentum_state
SPY,2022-04-25,TechnicalAgent,0.27027,Downtrend,LowVolatility,Oversold
SPY,2022-04-25,BullAgent,0.18919,Downtrend,LowVolatility,Oversold
SPY,2022-04-25,BearAgent,0.25225,Downtrend,LowVolatility,Oversold
SPY,2022-04-25,RiskAgent,0.28829,Downtrend,LowVolatility,Oversold
SPY,2022-04-26,TechnicalAgent,0.27027,Downtrend,LowVolatility,Oversold
SPY,2022-04-26,BullAgent,0.18919,Downtrend,LowVolatility,Oversold
SPY,2022-04-26,BearAgent,0.25225,Downtrend,LowVolatility,Oversold
SPY,2022-04-26,RiskAgent,0.28829,Downtrend,LowVolatility,Oversold
SPY,2022-04-27,TechnicalAgent,0.27027,Downtrend,LowVolatility,Oversold
SPY,2022-04-27,BullAgent,0.18919,Downtrend,LowVolatility,Oversold
SPY,2022-04-27,BearAgent,0.25225,Downtrend,LowVolatility,Oversold
SPY,2022-04-27,RiskAgent,0.28829,Downtrend,LowVolatility,Oversold
SPY,2022-04-28,TechnicalAgent,0.27778,Downtrend,LowVolatility,NegativeMomentum
SPY,2022-04-28,BullAgent,0.16667,Downtrend,LowVolatility,NegativeMomentum
SPY,2022-04-28,BearAgent,0.25926,Downtrend,LowVolatility,NegativeMomentum
SPY,2022-04-28,RiskAgent,0.2963,Downtrend,LowVolatility,NegativeMomentum
SPY,2022-04-29,TechnicalAgent,0.27027,StrongDowntrend,LowVolatility,Oversold
SPY,2022-04-29,BullAgent,0.18919,StrongDowntrend,LowVolatility,Oversold
SPY,2022-04-29,BearAgent,0.25225,StrongDowntrend,LowVolatility,Oversold
SPY,2022-04-29,RiskAgent,0.28829,StrongDowntrend,LowVolatility,Oversold
SPY,2022-05-02,TechnicalAgent,0.27778,StrongDowntrend,LowVolatility,NegativeMomentum
SPY,2022-05-02,BullAgent,0.16667,StrongDowntrend,LowVolatility,NegativeMomentum
SPY,2022-05-02,BearAgent,0.25926,StrongDowntrend,LowVolatility,NegativeMomentum
SPY,2022-05-02,RiskAgent,0.2963,StrongDowntrend,LowVolatility,NegativeMomentum
SPY,2022-05-03,TechnicalAgent,0.27778,StrongDowntrend,LowVolatility,NegativeMomentum
SPY,2022-05-03,BullAgent,0.16667,StrongDowntrend,LowVolatility,NegativeMomentum
SPY,2022-05-03,BearAgent,0.25926,StrongDowntrend,LowVolatility,NegativeMomentum
SPY,2022-05-03,RiskAgent,0.2963,StrongDowntrend,LowVolatility,NegativeMomentum
SPY,2022-05-04,TechnicalAgent,0.27778,StrongDowntrend,LowVolatility,NegativeMomentum
SPY,2022-05-04,BullAgent,0.16667,StrongDowntrend,LowVolatility,NegativeMomentum
SPY,2022-05-04,BearAgent,0.25926,StrongDowntrend,LowVolatility,NegativeMomentum
SPY,2022-05-04,RiskAgent,0.2963,StrongDowntrend,LowVolatility,NegativeMomentum
SPY,2022-05-05,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-05,BullAgent,0.16667,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-05,BearAgent,0.25926,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-05,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-06,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-06,BullAgent,0.16667,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-06,BearAgent,0.25926,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-06,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-09,TechnicalAgent,0.27027,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-05-09,BullAgent,0.18919,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-05-09,BearAgent,0.25225,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-05-09,RiskAgent,0.28829,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-05-10,TechnicalAgent,0.27027,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-05-10,BullAgent,0.18919,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-05-10,BearAgent,0.25225,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-05-10,RiskAgent,0.28829,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-05-11,TechnicalAgent,0.27027,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-05-11,BullAgent,0.18919,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-05-11,BearAgent,0.25225,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-05-11,RiskAgent,0.28829,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-05-12,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-12,BullAgent,0.16667,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-12,BearAgent,0.25926,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-12,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-13,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-13,BullAgent,0.16667,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-13,BearAgent,0.25926,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-13,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-16,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-16,BullAgent,0.16667,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-16,BearAgent,0.25926,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-16,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-17,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-17,BullAgent,0.16667,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-17,BearAgent,0.25926,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-17,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-18,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-18,BullAgent,0.16667,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-18,BearAgent,0.25926,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-18,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-19,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-19,BullAgent,0.16667,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-19,BearAgent,0.25926,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-19,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-20,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-20,BullAgent,0.16667,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-20,BearAgent,0.25926,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-20,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-23,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-23,BullAgent,0.16667,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-23,BearAgent,0.25926,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-23,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-05-24,TechnicalAgent,0.27027,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-05-24,BullAgent,0.18919,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-05-24,BearAgent,0.25225,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-05-24,RiskAgent,0.28829,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-05-25,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-05-25,BullAgent,0.16667,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-05-25,BearAgent,0.25926,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-05-25,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-05-26,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-05-26,BullAgent,0.16667,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-05-26,BearAgent,0.25926,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-05-26,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-05-27,TechnicalAgent,0.3,Sideways,MediumVolatility,PositiveMomentum
SPY,2022-05-27,BullAgent,0.23,Sideways,MediumVolatility,PositiveMomentum
SPY,2022-05-27,BearAgent,0.2,Sideways,MediumVolatility,PositiveMomentum
SPY,2022-05-27,RiskAgent,0.27,Sideways,MediumVolatility,PositiveMomentum
SPY,2022-05-31,TechnicalAgent,0.3,Sideways,MediumVolatility,PositiveMomentum
SPY,2022-05-31,BullAgent,0.23,Sideways,MediumVolatility,PositiveMomentum
SPY,2022-05-31,BearAgent,0.2,Sideways,MediumVolatility,PositiveMomentum
SPY,2022-05-31,RiskAgent,0.27,Sideways,MediumVolatility,PositiveMomentum
SPY,2022-06-01,TechnicalAgent,0.27778,Downtrend,MediumVolatility,PositiveMomentum
SPY,2022-06-01,BullAgent,0.16667,Downtrend,MediumVolatility,PositiveMomentum
SPY,2022-06-01,BearAgent,0.25926,Downtrend,MediumVolatility,PositiveMomentum
SPY,2022-06-01,RiskAgent,0.2963,Downtrend,MediumVolatility,PositiveMomentum
SPY,2022-06-02,TechnicalAgent,0.27778,Downtrend,MediumVolatility,PositiveMomentum
SPY,2022-06-02,BullAgent,0.16667,Downtrend,MediumVolatility,PositiveMomentum
SPY,2022-06-02,BearAgent,0.25926,Downtrend,MediumVolatility,PositiveMomentum
SPY,2022-06-02,RiskAgent,0.2963,Downtrend,MediumVolatility,PositiveMomentum
SPY,2022-06-03,TechnicalAgent,0.3,Sideways,MediumVolatility,PositiveMomentum
SPY,2022-06-03,BullAgent,0.23,Sideways,MediumVolatility,PositiveMomentum
SPY,2022-06-03,BearAgent,0.2,Sideways,MediumVolatility,PositiveMomentum
SPY,2022-06-03,RiskAgent,0.27,Sideways,MediumVolatility,PositiveMomentum
SPY,2022-06-06,TechnicalAgent,0.3,Sideways,MediumVolatility,PositiveMomentum
SPY,2022-06-06,BullAgent,0.23,Sideways,MediumVolatility,PositiveMomentum
SPY,2022-06-06,BearAgent,0.2,Sideways,MediumVolatility,PositiveMomentum
SPY,2022-06-06,RiskAgent,0.27,Sideways,MediumVolatility,PositiveMomentum
SPY,2022-06-07,TechnicalAgent,0.3,Sideways,LowVolatility,PositiveMomentum
SPY,2022-06-07,BullAgent,0.23,Sideways,LowVolatility,PositiveMomentum
SPY,2022-06-07,BearAgent,0.2,Sideways,LowVolatility,PositiveMomentum
SPY,2022-06-07,RiskAgent,0.27,Sideways,LowVolatility,PositiveMomentum
SPY,2022-06-08,TechnicalAgent,0.3,Sideways,LowVolatility,PositiveMomentum
SPY,2022-06-08,BullAgent,0.23,Sideways,LowVolatility,PositiveMomentum
SPY,2022-06-08,BearAgent,0.2,Sideways,LowVolatility,PositiveMomentum
SPY,2022-06-08,RiskAgent,0.27,Sideways,LowVolatility,PositiveMomentum
SPY,2022-06-09,TechnicalAgent,0.3,Sideways,LowVolatility,PositiveMomentum
SPY,2022-06-09,BullAgent,0.23,Sideways,LowVolatility,PositiveMomentum
SPY,2022-06-09,BearAgent,0.2,Sideways,LowVolatility,PositiveMomentum
SPY,2022-06-09,RiskAgent,0.27,Sideways,LowVolatility,PositiveMomentum
SPY,2022-06-10,TechnicalAgent,0.3,Sideways,MediumVolatility,PositiveMomentum
SPY,2022-06-10,BullAgent,0.23,Sideways,MediumVolatility,PositiveMomentum
SPY,2022-06-10,BearAgent,0.2,Sideways,MediumVolatility,PositiveMomentum
SPY,2022-06-10,RiskAgent,0.27,Sideways,MediumVolatility,PositiveMomentum
SPY,2022-06-13,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-06-13,BullAgent,0.16667,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-06-13,BearAgent,0.25926,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-06-13,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-06-14,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-06-14,BullAgent,0.16667,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-06-14,BearAgent,0.25926,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-06-14,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-06-15,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-06-15,BullAgent,0.16667,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-06-15,BearAgent,0.25926,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-06-15,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-06-16,TechnicalAgent,0.27027,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-06-16,BullAgent,0.18919,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-06-16,BearAgent,0.25225,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-06-16,RiskAgent,0.28829,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-06-17,TechnicalAgent,0.27027,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-06-17,BullAgent,0.18919,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-06-17,BearAgent,0.25225,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-06-17,RiskAgent,0.28829,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-06-21,TechnicalAgent,0.27027,Downtrend,MediumVolatility,Oversold
SPY,2022-06-21,BullAgent,0.18919,Downtrend,MediumVolatility,Oversold
SPY,2022-06-21,BearAgent,0.25225,Downtrend,MediumVolatility,Oversold
SPY,2022-06-21,RiskAgent,0.28829,Downtrend,MediumVolatility,Oversold
SPY,2022-06-22,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-06-22,BullAgent,0.16667,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-06-22,BearAgent,0.25926,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-06-22,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,NegativeMomentum
SPY,2022-06-23,TechnicalAgent,0.27027,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-06-23,BullAgent,0.18919,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-06-23,BearAgent,0.25225,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-06-23,RiskAgent,0.28829,StrongDowntrend,MediumVolatility,Oversold
SPY,2022-06-24,TechnicalAgent,0.27778,Downtrend,MediumVolatility,NegativeMomentum
SPY,2022-06-24,BullAgent,0.16667,Downtrend,MediumVolatility,NegativeMomentum
SPY,2022-06-24,BearAgent,0.25926,Downtrend,MediumVolatility,NegativeMomentum
SPY,2022-06-24,RiskAgent,0.2963,Downtrend,MediumVolatility,NegativeMomentum
SPY,2022-06-27,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-06-27,BullAgent,0.16667,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-06-27,BearAgent,0.25926,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-06-27,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-06-28,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-06-28,BullAgent,0.16667,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-06-28,BearAgent,0.25926,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-06-28,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-06-29,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-06-29,BullAgent,0.16667,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-06-29,BearAgent,0.25926,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-06-29,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-06-30,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-06-30,BullAgent,0.16667,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-06-30,BearAgent,0.25926,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-06-30,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-01,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-01,BullAgent,0.16667,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-01,BearAgent,0.25926,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-01,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-05,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-05,BullAgent,0.16667,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-05,BearAgent,0.25926,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-05,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-06,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-06,BullAgent,0.16667,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-06,BearAgent,0.25926,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-06,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-07,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-07,BullAgent,0.16667,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-07,BearAgent,0.25926,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-07,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-08,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-08,BullAgent,0.16667,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-08,BearAgent,0.25926,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-08,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-11,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-11,BullAgent,0.16667,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-11,BearAgent,0.25926,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-11,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,PositiveMomentum
SPY,2022-07-12,TechnicalAgent,0.27778,Downtrend,LowVolatility,PositiveMomentum
SPY,2022-07-12,BullAgent,0.16667,Downtrend,LowVolatility,PositiveMomentum
SPY,2022-07-12,BearAgent,0.25926,Downtrend,LowVolatility,PositiveMomentum
SPY,2022-07-12,RiskAgent,0.2963,Downtrend,LowVolatility,PositiveMomentum
SPY,2022-07-13,TechnicalAgent,0.3,Sideways,LowVolatility,PositiveMomentum
SPY,2022-07-13,BullAgent,0.23,Sideways,LowVolatility,PositiveMomentum
SPY,2022-07-13,BearAgent,0.2,Sideways,LowVolatility,PositiveMomentum
SPY,2022-07-13,RiskAgent,0.27,Sideways,LowVolatility,PositiveMomentum
SPY,2022-07-14,TechnicalAgent,0.3,Sideways,LowVolatility,PositiveMomentum
SPY,2022-07-14,BullAgent,0.23,Sideways,LowVolatility,PositiveMomentum
SPY,2022-07-14,BearAgent,0.2,Sideways,LowVolatility,PositiveMomentum
SPY,2022-07-14,RiskAgent,0.27,Sideways,LowVolatility,PositiveMomentum
SPY,2022-07-15,TechnicalAgent,0.3,Sideways,LowVolatility,PositiveMomentum
SPY,2022-07-15,BullAgent,0.23,Sideways,LowVolatility,PositiveMomentum
SPY,2022-07-15,BearAgent,0.2,Sideways,LowVolatility,PositiveMomentum
SPY,2022-07-15,RiskAgent,0.27,Sideways,LowVolatility,PositiveMomentum
SPY,2022-07-18,TechnicalAgent,0.3,Sideways,LowVolatility,PositiveMomentum
SPY,2022-07-18,BullAgent,0.23,Sideways,LowVolatility,PositiveMomentum
SPY,2022-07-18,BearAgent,0.2,Sideways,LowVolatility,PositiveMomentum
SPY,2022-07-18,RiskAgent,0.27,Sideways,LowVolatility,PositiveMomentum
