subject,predicate,object,date,source,confidence
Asset:SPY,HAS_INDICATOR,Indicator:SPY_MA60_2025-01-20,2025-01-20,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_RET20_2025-01-20,2025-01-20,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_VOL20_2025-01-20,2025-01-20,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_DRAWDOWN60_2025-01-20,2025-01-20,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_RSI14_2025-01-20,2025-01-20,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_MACD_2025-01-20,2025-01-20,demo_pipeline,1.0
MarketState:Sideways,INCREASES_TRUST_IN,Agent:TechnicalAgent,2025-01-20,trust_weight_module,0.3
MarketState:Sideways,USES_TRUST_WEIGHT,Agent:BullAgent,2025-01-20,trust_weight_module,0.25
MarketState:Sideways,USES_TRUST_WEIGHT,Agent:BearAgent,2025-01-20,trust_weight_module,0.2
MarketState:Sideways,USES_TRUST_WEIGHT,Agent:RiskAgent,2025-01-20,trust_weight_module,0.25
Decision:SPY_2025-01-20,TARGETS_ASSET,Asset:SPY,2025-01-20,decision_agent,1.0
Decision:SPY_2025-01-20,HAS_RAW_POSITION,Position:0.464,2025-01-20,decision_agent,1.0
Decision:SPY_2025-01-20,HAS_FINAL_POSITION,Position:0.464,2025-01-20,risk_veto,1.0
Asset:SPY,IN_MARKET_STATE,MarketState:Uptrend,2025-02-17,indicator_classification,0.85
Asset:SPY,IN_VOLATILITY_STATE,MarketState:LowVolatility,2025-02-17,indicator_classification,0.85
Asset:SPY,HAS_INDICATOR,Indicator:SPY_MA20_2025-02-17,2025-02-17,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_MA60_2025-02-17,2025-02-17,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_RET20_2025-02-17,2025-02-17,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_VOL20_2025-02-17,2025-02-17,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_DRAWDOWN60_2025-02-17,2025-02-17,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_RSI14_2025-02-17,2025-02-17,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_MACD_2025-02-17,2025-02-17,demo_pipeline,1.0
MarketState:Uptrend,INCREASES_TRUST_IN,Agent:TechnicalAgent,2025-02-17,trust_weight_module,0.3182
MarketState:Uptrend,INCREASES_TRUST_IN,Agent:BullAgent,2025-02-17,trust_weight_module,0.3182
MarketState:Uptrend,USES_TRUST_WEIGHT,Agent:BearAgent,2025-02-17,trust_weight_module,0.1364
MarketState:Uptrend,USES_TRUST_WEIGHT,Agent:RiskAgent,2025-02-17,trust_weight_module,0.2273
Decision:SPY_2025-02-17,TARGETS_ASSET,Asset:SPY,2025-02-17,decision_agent,1.0
Decision:SPY_2025-02-17,HAS_RAW_POSITION,Position:0.5068,2025-02-17,decision_agent,1.0
Decision:SPY_2025-02-17,HAS_FINAL_POSITION,Position:0.5068,2025-02-17,risk_veto,1.0
Asset:SPY,IN_MARKET_STATE,MarketState:Sideways,2025-03-17,indicator_classification,0.85
Asset:SPY,IN_VOLATILITY_STATE,MarketState:LowVolatility,2025-03-17,indicator_classification,0.85
Asset:SPY,HAS_INDICATOR,Indicator:SPY_MA20_2025-03-17,2025-03-17,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_MA60_2025-03-17,2025-03-17,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_RET20_2025-03-17,2025-03-17,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_VOL20_2025-03-17,2025-03-17,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_DRAWDOWN60_2025-03-17,2025-03-17,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_RSI14_2025-03-17,2025-03-17,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_MACD_2025-03-17,2025-03-17,demo_pipeline,1.0
MarketState:Sideways,INCREASES_TRUST_IN,Agent:TechnicalAgent,2025-03-17,trust_weight_module,0.3
MarketState:Sideways,USES_TRUST_WEIGHT,Agent:BullAgent,2025-03-17,trust_weight_module,0.25
MarketState:Sideways,USES_TRUST_WEIGHT,Agent:BearAgent,2025-03-17,trust_weight_module,0.2
MarketState:Sideways,USES_TRUST_WEIGHT,Agent:RiskAgent,2025-03-17,trust_weight_module,0.25
Decision:SPY_2025-03-17,TARGETS_ASSET,Asset:SPY,2025-03-17,decision_agent,1.0
Decision:SPY_2025-03-17,HAS_RAW_POSITION,Position:0.4515,2025-03-17,decision_agent,1.0
Decision:SPY_2025-03-17,HAS_FINAL_POSITION,Position:0.4515,2025-03-17,risk_veto,1.0
Asset:SPY,IN_MARKET_STATE,MarketState:Sideways,2025-04-14,indicator_classification,0.85
Asset:SPY,IN_VOLATILITY_STATE,MarketState:LowVolatility,2025-04-14,indicator_classification,0.85
Asset:SPY,HAS_INDICATOR,Indicator:SPY_MA20_2025-04-14,2025-04-14,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_MA60_2025-04-14,2025-04-14,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_RET20_2025-04-14,2025-04-14,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_VOL20_2025-04-14,2025-04-14,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_DRAWDOWN60_2025-04-14,2025-04-14,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_RSI14_2025-04-14,2025-04-14,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_MACD_2025-04-14,2025-04-14,demo_pipeline,1.0
MarketState:Sideways,INCREASES_TRUST_IN,Agent:TechnicalAgent,2025-04-14,trust_weight_module,0.3
MarketState:Sideways,USES_TRUST_WEIGHT,Agent:BullAgent,2025-04-14,trust_weight_module,0.25
MarketState:Sideways,USES_TRUST_WEIGHT,Agent:BearAgent,2025-04-14,trust_weight_module,0.2
MarketState:Sideways,USES_TRUST_WEIGHT,Agent:RiskAgent,2025-04-14,trust_weight_module,0.25
Decision:SPY_2025-04-14,TARGETS_ASSET,Asset:SPY,2025-04-14,decision_agent,1.0
Decision:SPY_2025-04-14,HAS_RAW_POSITION,Position:0.2672,2025-04-14,decision_agent,1.0
Decision:SPY_2025-04-14,HAS_FINAL_POSITION,Position:0.2672,2025-04-14,risk_veto,1.0
Asset:SPY,IN_MARKET_STATE,MarketState:Downtrend,2025-05-12,indicator_classification,0.85
Asset:SPY,IN_VOLATILITY_STATE,MarketState:LowVolatility,2025-05-12,indicator_classification,0.85
Asset:SPY,HAS_INDICATOR,Indicator:SPY_MA20_2025-05-12,2025-05-12,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_MA60_2025-05-12,2025-05-12,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_RET20_2025-05-12,2025-05-12,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_VOL20_2025-05-12,2025-05-12,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_DRAWDOWN60_2025-05-12,2025-05-12,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_RSI14_2025-05-12,2025-05-12,demo_pipeline,1.0
Asset:SPY,HAS_INDICATOR,Indicator:SPY_MACD_2025-05-12,2025-05-12,demo_pipeline,1.0
MarketState:Downtrend,USES_TRUST_WEIGHT,Agent:TechnicalAgent,2025-05-12,trust_weight_module,0.2727
MarketState:Downtrend,USES_TRUST_WEIGHT,Agent:BullAgent,2025-05-12,trust_weight_module,0.1818
MarketState:Downtrend,USES_TRUST_WEIGHT,Agent:BearAgent,2025-05-12,trust_weight_module,0.2727
MarketState:Downtrend,USES_TRUST_WEIGHT,Agent:RiskAgent,2025-05-12,trust_weight_module,0.2727
Decision:SPY_2025-05-12,TARGETS_ASSET,Asset:SPY,2025-05-12,decision_agent,1.0
Decision:SPY_2025-05-12,HAS_RAW_POSITION,Position:0.0692,2025-05-12,decision_agent,1.0
Decision:SPY_2025-05-12,HAS_FINAL_POSITION,Position:0.0692,2025-05-12,risk_veto,1.0
Asset:AAPL,HAS_RISK_PROFILE,RiskProfile:MegaCapMediumVolatility,,demo_pipeline,1.0
Asset:AAPL,HAS_ASSET_TYPE,AssetType:MegaCapStock,,demo_pipeline,1.0
RiskProfile:MegaCapMediumVolatility,CONSTRAINS,RiskRule:AAPL_MaxPosition_0.55,,demo_pipeline,1.0
RiskProfile:MegaCapMediumVolatility,CONSTRAINS,RiskRule:AAPL_VolLimit_0.35,,demo_pipeline,1.0
RiskProfile:MegaCapMediumVolatility,CONSTRAINS,RiskRule:AAPL_DrawdownLimit_-0.18,,demo_pipeline,1.0
Asset:AAPL,IN_MARKET_STATE,MarketState:Sideways,2024-12-23,indicator_classification,0.85
Asset:AAPL,IN_VOLATILITY_STATE,MarketState:LowVolatility,2024-12-23,indicator_classification,0.85
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_MA20_2024-12-23,2024-12-23,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_MA60_2024-12-23,2024-12-23,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_RET20_2024-12-23,2024-12-23,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_VOL20_2024-12-23,2024-12-23,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_DRAWDOWN60_2024-12-23,2024-12-23,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_RSI14_2024-12-23,2024-12-23,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_MACD_2024-12-23,2024-12-23,demo_pipeline,1.0
MarketState:Sideways,INCREASES_TRUST_IN,Agent:TechnicalAgent,2024-12-23,trust_weight_module,0.3
MarketState:Sideways,USES_TRUST_WEIGHT,Agent:BullAgent,2024-12-23,trust_weight_module,0.25
MarketState:Sideways,USES_TRUST_WEIGHT,Agent:BearAgent,2024-12-23,trust_weight_module,0.2
MarketState:Sideways,USES_TRUST_WEIGHT,Agent:RiskAgent,2024-12-23,trust_weight_module,0.25
Decision:AAPL_2024-12-23,TARGETS_ASSET,Asset:AAPL,2024-12-23,decision_agent,1.0
Decision:AAPL_2024-12-23,HAS_RAW_POSITION,Position:0.1825,2024-12-23,decision_agent,1.0
Decision:AAPL_2024-12-23,HAS_FINAL_POSITION,Position:0.1825,2024-12-23,risk_veto,1.0
Asset:AAPL,IN_MARKET_STATE,MarketState:Sideways,2025-01-20,indicator_classification,0.85
Asset:AAPL,IN_VOLATILITY_STATE,MarketState:LowVolatility,2025-01-20,indicator_classification,0.85
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_MA20_2025-01-20,2025-01-20,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_MA60_2025-01-20,2025-01-20,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_RET20_2025-01-20,2025-01-20,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_VOL20_2025-01-20,2025-01-20,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_DRAWDOWN60_2025-01-20,2025-01-20,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_RSI14_2025-01-20,2025-01-20,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_MACD_2025-01-20,2025-01-20,demo_pipeline,1.0
MarketState:Sideways,INCREASES_TRUST_IN,Agent:TechnicalAgent,2025-01-20,trust_weight_module,0.3
MarketState:Sideways,USES_TRUST_WEIGHT,Agent:BullAgent,2025-01-20,trust_weight_module,0.25
MarketState:Sideways,USES_TRUST_WEIGHT,Agent:BearAgent,2025-01-20,trust_weight_module,0.2
MarketState:Sideways,USES_TRUST_WEIGHT,Agent:RiskAgent,2025-01-20,trust_weight_module,0.25
Decision:AAPL_2025-01-20,TARGETS_ASSET,Asset:AAPL,2025-01-20,decision_agent,1.0
Decision:AAPL_2025-01-20,HAS_RAW_POSITION,Position:0.0517,2025-01-20,decision_agent,1.0
Decision:AAPL_2025-01-20,HAS_FINAL_POSITION,Position:0.0517,2025-01-20,risk_veto,1.0
Asset:AAPL,IN_MARKET_STATE,MarketState:Downtrend,2025-02-17,indicator_classification,0.85
Asset:AAPL,IN_VOLATILITY_STATE,MarketState:LowVolatility,2025-02-17,indicator_classification,0.85
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_MA20_2025-02-17,2025-02-17,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_MA60_2025-02-17,2025-02-17,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_RET20_2025-02-17,2025-02-17,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_VOL20_2025-02-17,2025-02-17,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_DRAWDOWN60_2025-02-17,2025-02-17,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_RSI14_2025-02-17,2025-02-17,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_MACD_2025-02-17,2025-02-17,demo_pipeline,1.0
MarketState:Downtrend,USES_TRUST_WEIGHT,Agent:TechnicalAgent,2025-02-17,trust_weight_module,0.2727
MarketState:Downtrend,USES_TRUST_WEIGHT,Agent:BullAgent,2025-02-17,trust_weight_module,0.1818
MarketState:Downtrend,USES_TRUST_WEIGHT,Agent:BearAgent,2025-02-17,trust_weight_module,0.2727
MarketState:Downtrend,USES_TRUST_WEIGHT,Agent:RiskAgent,2025-02-17,trust_weight_module,0.2727
Decision:AAPL_2025-02-17,TARGETS_ASSET,Asset:AAPL,2025-02-17,decision_agent,1.0
Decision:AAPL_2025-02-17,HAS_RAW_POSITION,Position:0.0316,2025-02-17,decision_agent,1.0
Decision:AAPL_2025-02-17,HAS_FINAL_POSITION,Position:0.0316,2025-02-17,risk_veto,1.0
Asset:AAPL,IN_MARKET_STATE,MarketState:Uptrend,2025-03-17,indicator_classification,0.85
Asset:AAPL,IN_VOLATILITY_STATE,MarketState:LowVolatility,2025-03-17,indicator_classification,0.85
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_MA20_2025-03-17,2025-03-17,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_MA60_2025-03-17,2025-03-17,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_RET20_2025-03-17,2025-03-17,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_VOL20_2025-03-17,2025-03-17,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_DRAWDOWN60_2025-03-17,2025-03-17,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_RSI14_2025-03-17,2025-03-17,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_MACD_2025-03-17,2025-03-17,demo_pipeline,1.0
MarketState:Uptrend,INCREASES_TRUST_IN,Agent:TechnicalAgent,2025-03-17,trust_weight_module,0.3182
MarketState:Uptrend,INCREASES_TRUST_IN,Agent:BullAgent,2025-03-17,trust_weight_module,0.3182
MarketState:Uptrend,USES_TRUST_WEIGHT,Agent:BearAgent,2025-03-17,trust_weight_module,0.1364
MarketState:Uptrend,USES_TRUST_WEIGHT,Agent:RiskAgent,2025-03-17,trust_weight_module,0.2273
Decision:AAPL_2025-03-17,TARGETS_ASSET,Asset:AAPL,2025-03-17,decision_agent,1.0
Decision:AAPL_2025-03-17,HAS_RAW_POSITION,Position:0.3898,2025-03-17,decision_agent,1.0
Decision:AAPL_2025-03-17,HAS_FINAL_POSITION,Position:0.3898,2025-03-17,risk_veto,1.0
Asset:AAPL,IN_MARKET_STATE,MarketState:Sideways,2025-04-14,indicator_classification,0.85
Asset:AAPL,IN_VOLATILITY_STATE,MarketState:LowVolatility,2025-04-14,indicator_classification,0.85
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_MA20_2025-04-14,2025-04-14,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_MA60_2025-04-14,2025-04-14,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_RET20_2025-04-14,2025-04-14,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_VOL20_2025-04-14,2025-04-14,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_DRAWDOWN60_2025-04-14,2025-04-14,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_RSI14_2025-04-14,2025-04-14,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_MACD_2025-04-14,2025-04-14,demo_pipeline,1.0
MarketState:Sideways,INCREASES_TRUST_IN,Agent:TechnicalAgent,2025-04-14,trust_weight_module,0.3
MarketState:Sideways,USES_TRUST_WEIGHT,Agent:BullAgent,2025-04-14,trust_weight_module,0.25
MarketState:Sideways,USES_TRUST_WEIGHT,Agent:BearAgent,2025-04-14,trust_weight_module,0.2
MarketState:Sideways,USES_TRUST_WEIGHT,Agent:RiskAgent,2025-04-14,trust_weight_module,0.25
Decision:AAPL_2025-04-14,TARGETS_ASSET,Asset:AAPL,2025-04-14,decision_agent,1.0
Decision:AAPL_2025-04-14,HAS_RAW_POSITION,Position:0.2296,2025-04-14,decision_agent,1.0
Decision:AAPL_2025-04-14,HAS_FINAL_POSITION,Position:0.2296,2025-04-14,risk_veto,1.0
Asset:AAPL,IN_MARKET_STATE,MarketState:Sideways,2025-05-12,indicator_classification,0.85
Asset:AAPL,IN_VOLATILITY_STATE,MarketState:LowVolatility,2025-05-12,indicator_classification,0.85
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_MA20_2025-05-12,2025-05-12,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_MA60_2025-05-12,2025-05-12,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_RET20_2025-05-12,2025-05-12,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_VOL20_2025-05-12,2025-05-12,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_DRAWDOWN60_2025-05-12,2025-05-12,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_RSI14_2025-05-12,2025-05-12,demo_pipeline,1.0
Asset:AAPL,HAS_INDICATOR,Indicator:AAPL_MACD_2025-05-12,2025-05-12,demo_pipeline,1.0
MarketState:Sideways,INCREASES_TRUST_IN,Agent:TechnicalAgent,2025-05-12,trust_weight_module,0.3
MarketState:Sideways,USES_TRUST_WEIGHT,Agent:BullAgent,2025-05-12,trust_weight_module,0.25
MarketState:Sideways,USES_TRUST_WEIGHT,Agent:BearAgent,2025-05-12,trust_weight_module,0.2
MarketState:Sideways,USES_TRUST_WEIGHT,Agent:RiskAgent,2025-05-12,trust_weight_module,0.25
Decision:AAPL_2025-05-12,TARGETS_ASSET,Asset:AAPL,2025-05-12,decision_agent,1.0
Decision:AAPL_2025-05-12,HAS_RAW_POSITION,Position:0.437,2025-05-12,decision_agent,1.0
Decision:AAPL_2025-05-12,HAS_FINAL_POSITION,Position:0.437,2025-05-12,risk_veto,1.0
Asset:MSFT,HAS_RISK_PROFILE,RiskProfile:MegaCapMediumVolatility,,demo_pipeline,1.0
Asset:MSFT,HAS_ASSET_TYPE,AssetType:MegaCapStock,,demo_pipeline,1.0
RiskProfile:MegaCapMediumVolatility,CONSTRAINS,RiskRule:MSFT_MaxPosition_0.55,,demo_pipeline,1.0
RiskProfile:MegaCapMediumVolatility,CONSTRAINS,RiskRule:MSFT_VolLimit_0.35,,demo_pipeline,1.0
RiskProfile:MegaCapMediumVolatility,CONSTRAINS,RiskRule:MSFT_DrawdownLimit_-0.18,,demo_pipeline,1.0
Asset:MSFT,IN_MARKET_STATE,MarketState:Downtrend,2024-12-23,indicator_classification,0.85
Asset:MSFT,IN_VOLATILITY_STATE,MarketState:LowVolatility,2024-12-23,indicator_classification,0.85
Asset:MSFT,HAS_INDICATOR,Indicator:MSFT_MA20_2024-12-23,2024-12-23,demo_pipeline,1.0
Asset:MSFT,HAS_INDICATOR,Indicator:MSFT_MA60_2024-12-23,2024-12-23,demo_pipeline,1.0
Asset:MSFT,HAS_INDICATOR,Indicator:MSFT_RET20_2024-12-23,2024-12-23,demo_pipeline,1.0
Asset:MSFT,HAS_INDICATOR,Indicator:MSFT_VOL20_2024-12-23,2024-12-23,demo_pipeline,1.0
Asset:MSFT,HAS_INDICATOR,Indicator:MSFT_DRAWDOWN60_2024-12-23,2024-12-23,demo_pipeline,1.0
Asset:MSFT,HAS_INDICATOR,Indicator:MSFT_RSI14_2024-12-23,2024-12-23,demo_pipeline,1.0
Asset:MSFT,HAS_INDICATOR,Indicator:MSFT_MACD_2024-12-23,2024-12-23,demo_pipeline,1.0
MarketState:Downtrend,USES_TRUST_WEIGHT,Agent:TechnicalAgent,2024-12-23,trust_weight_module,0.2727
MarketState:Downtrend,USES_TRUST_WEIGHT,Agent:BullAgent,2024-12-23,trust_weight_module,0.1818
MarketState:Downtrend,USES_TRUST_WEIGHT,Agent:BearAgent,2024-12-23,trust_weight_module,0.2727
MarketState:Downtrend,USES_TRUST_WEIGHT,Agent:RiskAgent,2024-12-23,trust_weight_module,0.2727
Decision:MSFT_2024-12-23,TARGETS_ASSET,Asset:MSFT,2024-12-23,decision_agent,1.0
Decision:MSFT_2024-12-23,HAS_RAW_POSITION,Position:0.2372,2024-12-23,decision_agent,1.0
Decision:MSFT_2024-12-23,HAS_FINAL_POSITION,Position:0.2372,2024-12-23,risk_veto,1.0
Asset:MSFT,IN_MARKET_STATE,MarketState:Sideways,2025-01-20,indicator_classification,0.85
Asset:MSFT,IN_VOLATILITY_STATE,MarketState:LowVolatility,2025-01-20,indicator_classification,0.85
Asset:MSFT,HAS_INDICATOR,Indicator:MSFT_MA20_2025-01-20,2025-01-20,demo_pipeline,1.0
Asset:MSFT,HAS_INDICATOR,Indicator:MSFT_MA60_2025-01-20,2025-01-20,demo_pipeline,1.0
Asset:MSFT,HAS_INDICATOR,Indicator:MSFT_RET20_2025-01-20,2025-01-20,demo_pipeline,1.0
Asset:MSFT,HAS_INDICATOR,Indicator:MSFT_VOL20_2025-01-20,2025-01-20,demo_pipeline,1.0
Asset:MSFT,HAS_INDICATOR,Indicator:MSFT_DRAWDOWN60_2025-01-20,2025-01-20,demo_pipeline,1.0
Asset:MSFT,HAS_INDICATOR,Indicator:MSFT_RSI14_2025-01-20,2025-01-20,demo_pipeline,1.0
Asset:MSFT,HAS_INDICATOR,Indicator:MSFT_MACD_2025-01-20,2025-01-20,demo_pipeline,1.0
MarketState:Sideways,INCREASES_TRUST_IN,Agent:TechnicalAgent,2025-01-20,trust_weight_module,0.3
MarketState:Sideways,USES_TRUST_WEIGHT,Agent:BullAgent,2025-01-20,trust_weight_module,0.25
MarketState:Sideways,USES_TRUST_WEIGHT,Agent:BearAgent,2025-01-20,trust_weight_module,0.2
MarketState:Sideways,USES_TRUST_WEIGHT,Agent:RiskAgent,2025-01-20,trust_weight_module,0.25
Decision:MSFT_2025-01-20,TARGETS_ASSET,Asset:MSFT,2025-01-20,decision_agent,1.0
Decision:MSFT_2025-01-20,HAS_RAW_POSITION,Position:0.1877,2025-01-20,decision_agent,1.0
Decision:MSFT_2025-01-20,HAS_FINAL_POSITION,Position:0.1877,2025-01-20,risk_veto,1.0
Asset:MSFT,IN_MARKET_STATE,MarketState:Uptrend,2025-02-17,indicator_classification,0.85
Asset:MSFT,IN_VOLATILITY_STATE,MarketState:LowVolatility,2025-02-17,indicator_classification,0.85
Asset:MSFT,HAS_INDICATOR,Indicator:MSFT_MA20_2025-02-17,2025-02-17,demo_pipeline,1.0
Asset:MSFT,HAS_INDICATOR,Indicator:MSFT_MA60_2025-02-17,2025-02-17,demo_pipeline,1.0
Asset:MSFT,HAS_INDICATOR,Indicator:MSFT_RET20_2025-02-17,2025-02-17,demo_pipeline,1.0
Asset:MSFT,HAS_INDICATOR,Indicator:MSFT_VOL20_2025-02-17,2025-02-17,demo_pipeline,1.0
